Geneid	Chr	Start	End	Strand	Length	HFe_d5_rep1	HFe_d5_rep2	HFe_d5_rep3	LFe_d5_rep1	LFe_d5_rep2	MFe_d5_rep1	MFe_d5_rep2
Tery_4629	CP000393.1	7116974	7117789	-	816	0	4	3	0	0	1	1
Tery_4630	CP000393.1	7118189	7119121	+	933	277	613	435	269	415	588	257
Tery_4631	CP000393.1	7119184	7119441	-	258	5	11	8	6	9	5	11
Tery_4632	CP000393.1	7120340	7120807	-	468	3	6	1	3	7	0	3
Tery_4633	CP000393.1	7123026	7123745	-	720	212	569	420	211	400	466	231
Tery_4634	CP000393.1	7124147	7124767	-	621	61	116	98	56	76	109	61
Tery_4635	CP000393.1	7125754	7128564	-	2811	731	1211	877	817	816	2004	685
Tery_4636	CP000393.1	7129472	7130017	-	546	266	486	432	312	622	372	316
Tery_4637	CP000393.1	7130062	7130967	-	906	660	1180	1013	702	1388	891	723
Tery_4639	CP000393.1	7132163	7132582	+	420	229	530	442	150	444	429	255
Tery_4640	CP000393.1	7132648	7133148	+	501	309	666	526	260	634	719	354
Tery_4641	CP000393.1	7133643	7134593	+	951	920	1835	1593	827	1788	1253	942
Tery_4642	CP000393.1	7135900	7136181	+	282	123	178	171	98	183	94	105
Tery_4643	CP000393.1	7136339	7136569	-	231	25	42	28	11	49	33	17
Tery_4644	CP000393.1	7137998	7140499	-	2502	284	383	352	397	369	355	215
Tery_4645	CP000393.1	7141761	7143971	-	2211	541	978	788	517	479	1426	502
Tery_4647	CP000393.1	7146058	7146837	+	780	293	493	442	199	479	354	293
Tery_4648	CP000393.1	7147493	7148251	+	759	112	191	137	60	117	116	86
Tery_4649	CP000393.1	7148647	7150752	+	2106	851	1788	1417	674	923	2300	1002
Tery_4650	CP000393.1	7151653	7152249	-	597	82	170	126	70	127	147	97
Tery_4651	CP000393.1	7153055	7153297	-	243	13	21	20	7	16	16	15
Tery_4652	CP000393.1	7153316	7154557	-	1242	103	216	167	90	180	155	88
Tery_4653	CP000393.1	7155056	7158055	-	3000	964	1839	1328	949	1625	1764	872
Tery_4655	CP000393.1	7159519	7160247	-	729	219	533	466	162	350	597	246
Tery_4656	CP000393.1	7160786	7161196	+	411	613	1908	1435	387	933	1050	924
Tery_4657	CP000393.1	7161688	7162569	+	882	236	485	425	127	226	261	229
Tery_4658	CP000393.1	7163040	7163369	+	330	13	46	25	5	20	16	23
Tery_4659	CP000393.1	7163889	7166000	+	2112	1149	2499	2224	863	1167	2564	1635
Tery_4661	CP000393.1	7167561	7168823	-	1263	11535	26852	21753	7072	13425	27693	13757
Tery_4662	CP000393.1	7169309	7170043	-	735	634	1371	1170	411	902	938	672
Tery_4663	CP000393.1	7170231	7171403	-	1173	1951	3191	3026	1300	2131	3407	2067
Tery_4664	CP000393.1	7172676	7173203	-	528	1215	2292	1791	904	2096	1512	1141
Tery_4665	CP000393.1	7173358	7173453	-	96	25907	92879	80992	16627	59658	38745	51603
Tery_4666	CP000393.1	7173887	7175413	-	1527	14637	39075	30854	13221	22448	43565	18876
Tery_4667	CP000393.1	7175774	7176001	+	228	5	13	21	6	15	7	9
Tery_4668	CP000393.1	7176127	7178343	-	2217	24739	59044	63194	17599	42509	43140	40368
Tery_4669	CP000393.1	7178626	7180887	-	2262	18587	51617	50133	14253	35409	37876	28144
Tery_4670	CP000393.1	7182383	7183666	+	1284	709	1143	860	609	957	1242	590
Tery_4671	CP000393.1	7184679	7185443	-	765	557	1060	900	418	966	600	543
Tery_4672	CP000393.1	7186213	7187502	-	1290	501	783	756	415	668	622	456
Tery_4675	CP000393.1	7188802	7189095	-	294	39	74	56	47	70	51	44
Tery_4676	CP000393.1	7191009	7192118	+	1110	101	130	94	76	108	178	68
Tery_4677	CP000393.1	7192118	7192819	+	702	51	93	63	25	69	51	43
Tery_4678	CP000393.1	7192816	7193853	-	1038	490	606	609	416	639	453	305
Tery_4680	CP000393.1	7196482	7196748	+	267	1394	2673	2200	1392	3209	2214	1239
Tery_4681	CP000393.1	7199627	7200982	+	1356	119	175	193	99	153	139	84
Tery_4683	CP000393.1	7201522	7201686	-	165	15	24	12	9	8	8	6
Tery_4684	CP000393.1	7202068	7202805	-	738	128	189	194	121	194	158	103
Tery_4685	CP000393.1	7203688	7204821	-	1134	426	774	617	430	668	770	354
Tery_4686	CP000393.1	7206064	7206546	+	483	57	89	90	79	120	117	43
Tery_4687	CP000393.1	7206543	7207583	+	1041	111	208	138	114	181	245	106
Tery_4688	CP000393.1	7207628	7208401	+	774	90	162	151	96	195	203	114
Tery_4689	CP000393.1	7208727	7209572	+	846	136	257	200	142	183	264	147
Tery_4690	CP000393.1	7209995	7211125	+	1131	327	541	384	300	449	481	223
Tery_4691	CP000393.1	7211884	7212291	+	408	259	486	318	216	393	306	181
Tery_4692	CP000393.1	7212651	7213541	-	891	726	1495	1353	569	1183	1526	960
Tery_4693	CP000393.1	7213707	7214726	-	1020	422	1068	818	410	647	1142	556
Tery_4694	CP000393.1	7215225	7215605	+	381	31	63	66	22	57	53	50
Tery_4696	CP000393.1	7217034	7218083	+	1050	210	371	309	192	243	458	206
Tery_4697	CP000393.1	7218114	7218332	-	219	352	790	682	286	622	564	404
Tery_4698	CP000393.1	7218609	7219490	-	882	99	145	120	72	122	147	76
Tery_4699	CP000393.1	7219548	7220354	-	807	67	98	81	73	112	146	67
Tery_4700	CP000393.1	7222153	7223097	-	945	150	199	193	90	165	263	134
Tery_4701	CP000393.1	7224827	7225120	-	294	1257	3535	2726	1345	2480	3622	1883
Tery_4702	CP000393.1	7225720	7226028	-	309	1846	4120	3018	2014	2985	5342	2184
Tery_4703	CP000393.1	7226398	7227804	-	1407	1627	2575	2593	1128	1865	2307	1957
Tery_4704	CP000393.1	7227801	7228094	-	294	169	372	380	122	241	412	234
Tery_4705	CP000393.1	7228305	7229447	-	1143	534	1002	892	352	649	1002	609
Tery_4706	CP000393.1	7230136	7230768	+	633	522	1371	1136	461	866	1192	736
Tery_4707	CP000393.1	7230886	7231026	+	141	70	148	106	65	55	226	73
Tery_4708	CP000393.1	7231004	7231483	+	480	176	342	342	196	329	371	231
Tery_4709	CP000393.1	7231455	7231844	+	390	404	864	666	348	628	824	483
Tery_4710	CP000393.1	7232029	7233177	+	1149	2984	5374	4530	3132	4464	5832	3295
Tery_4711	CP000393.1	7233177	7233677	+	501	714	1566	1347	543	1315	1315	949
Tery_4712	CP000393.1	7233810	7234319	+	510	437	809	692	317	735	571	377
Tery_4713	CP000393.1	7234638	7236137	+	1500	533	736	717	436	691	607	429
Tery_4714	CP000393.1	7236158	7236601	+	444	128	215	189	111	201	174	136
Tery_4715	CP000393.1	7236889	7237209	-	321	496	856	502	409	817	609	396
Tery_4716	CP000393.1	7237321	7237818	+	498	125	167	166	106	155	126	117
Tery_4717	CP000393.1	7238015	7239160	+	1146	24	26	34	11	31	37	12
Tery_4718	CP000393.1	7239247	7242270	+	3024	59	84	84	46	72	67	55
Tery_4719	CP000393.1	7243092	7244867	+	1776	150	242	188	104	195	261	130
Tery_4721	CP000393.1	7246826	7247116	+	291	4	2	3	1	0	1	1
Tery_4722	CP000393.1	7247433	7248218	+	786	66	123	73	46	77	134	55
Tery_4723	CP000393.1	7248832	7249701	+	870	1017	2209	1774	1042	1502	2402	978
Tery_4725	CP000393.1	7251442	7251807	-	366	13	41	34	10	17	22	19
Tery_4726	CP000393.1	7252839	7253396	+	558	81	206	173	69	180	173	70
Tery_4727	CP000393.1	7253718	7255013	-	1296	373	728	626	269	646	545	367
Tery_4728	CP000393.1	7255094	7255954	-	861	282	530	456	202	450	363	299
Tery_4729	CP000393.1	7257468	7257710	-	243	50	97	69	33	63	41	34
Tery_4730	CP000393.1	7258754	7260103	-	1350	394	821	674	262	594	616	461
Tery_4731	CP000393.1	7261363	7262676	-	1314	452	910	714	452	802	977	622
Tery_4732	CP000393.1	7263602	7263862	-	261	771	1250	1330	386	866	985	781
Tery_4733	CP000393.1	7265339	7265716	+	378	32	65	54	30	62	34	42
Tery_4735	CP000393.1	7266265	7266768	-	504	0	2	0	0	0	0	1
Tery_4737	CP000393.1	7268117	7268218	+	102	149	296	251	125	276	149	119
Tery_4738	CP000393.1	7268678	7269181	+	504	1	0	1	0	3	1	0
Tery_4741	CP000393.1	7273367	7274410	+	1044	681	1365	1266	257	592	910	635
Tery_4742	CP000393.1	7275614	7276594	+	981	235	438	309	107	209	356	209
Tery_4743	CP000393.1	7276607	7276858	+	252	85	150	101	57	89	90	59
Tery_4745	CP000393.1	7277652	7278023	+	372	103	182	147	47	103	93	65
Tery_4746	CP000393.1	7278920	7279090	-	171	29	40	34	12	38	14	32
Tery_4747	CP000393.1	7279225	7280568	+	1344	811	1630	1063	774	1021	1950	757
Tery_4748	CP000393.1	7280859	7282040	-	1182	701	1149	1141	540	1127	694	815
Tery_4749	CP000393.1	7284210	7286588	-	2379	284	630	461	221	287	617	279
Tery_4750	CP000393.1	7287149	7287262	-	114	2	2	3	0	2	2	3
Tery_4751	CP000393.1	7288334	7288429	-	96	0	2	3	1	2	1	1
Tery_4753	CP000393.1	7289457	7289702	-	246	3	6	4	3	2	4	5
Tery_4754	CP000393.1	7290402	7300685	+	10284	1030	1295	1151	1001	941	1600	709
Tery_4756	CP000393.1	7302434	7303252	-	819	265	561	367	138	283	535	209
Tery_4757	CP000393.1	7305070	7305693	-	624	41	70	73	27	41	83	57
Tery_4758	CP000393.1	7307141	7307290	+	150	1	1	1	0	1	0	0
Tery_4759	CP000393.1	7307375	7308835	+	1461	67	157	135	57	105	105	89
Tery_4760	CP000393.1	7309945	7310391	-	447	194	450	382	177	309	385	203
Tery_4761	CP000393.1	7311742	7312917	+	1176	900	1745	1226	1156	1583	2321	874
Tery_4762	CP000393.1	7314886	7315557	+	672	354	540	543	267	513	441	300
Tery_4763	CP000393.1	7315951	7317012	-	1062	31405	72352	82839	47212	96069	86821	59546
Tery_4764	CP000393.1	7317337	7317684	-	348	405	810	691	278	513	669	378
Tery_4765	CP000393.1	7317742	7319271	+	1530	278	449	422	266	558	456	325
Tery_4766	CP000393.1	7319934	7320278	-	345	11	14	20	10	22	10	12
Tery_4767	CP000393.1	7320747	7322795	-	2049	91	172	122	130	221	127	96
Tery_4768	CP000393.1	7323658	7325688	-	2031	160	206	173	103	177	228	109
Tery_4770	CP000393.1	7326380	7329043	-	2664	167	307	276	157	284	312	164
Tery_4771	CP000393.1	7329873	7332980	+	3108	136	163	94	128	141	164	72
Tery_4772	CP000393.1	7334407	7335060	+	654	153	202	151	161	217	219	98
Tery_4773	CP000393.1	7335838	7336233	-	396	3703	8038	5413	4645	5241	9737	3616
Tery_4774	CP000393.1	7336544	7337947	-	1404	86	130	118	108	213	123	89
Tery_4775	CP000393.1	7338710	7339261	+	552	426	620	813	306	598	464	767
Tery_4776	CP000393.1	7339881	7340444	+	564	234	528	385	243	430	585	245
Tery_4777	CP000393.1	7340784	7340897	-	114	2	3	10	2	6	3	3
Tery_4778	CP000393.1	7341109	7341258	-	150	2	21	15	6	11	13	2
Tery_4780	CP000393.1	7343290	7344327	+	1038	1	9	10	1	8	2	4
Tery_4781	CP000393.1	7344438	7346654	+	2217	178	298	244	172	261	325	164
Tery_4782	CP000393.1	7347148	7349388	+	2241	220	386	323	179	337	370	230
Tery_4783	CP000393.1	7350004	7350819	+	816	51	126	103	48	96	80	62
Tery_4785	CP000393.1	7352883	7355186	-	2304	16	36	32	21	20	35	17
Tery_4786	CP000393.1	7355870	7357288	+	1419	43	63	51	35	48	45	40
Tery_4787	CP000393.1	7357523	7359022	+	1500	147	202	173	133	169	225	111
Tery_4788	CP000393.1	7360770	7361261	-	492	7982	15163	12411	6990	12530	13836	7523
Tery_4789	CP000393.1	7361510	7361908	-	399	5401	11760	8949	5103	9404	11515	6521
Tery_4790	CP000393.1	7362415	7364067	+	1653	137	230	184	136	202	186	125
Tery_4791	CP000393.1	7364470	7365378	-	909	26	32	28	25	37	43	19
Tery_4792	CP000393.1	7365942	7366250	-	309	5	11	13	4	12	6	2
Tery_4793	CP000393.1	7367986	7369020	+	1035	74	112	95	77	121	127	53
Tery_4794	CP000393.1	7369774	7370706	-	933	134	200	156	112	206	202	104
Tery_4795	CP000393.1	7371340	7372212	+	873	1074	2284	2083	647	1599	883	1415
Tery_4796	CP000393.1	7372662	7373090	-	429	2232	6832	4617	1885	3165	6572	3127
Tery_4797	CP000393.1	7374757	7375392	-	636	212	474	396	186	469	210	300
Tery_4798	CP000393.1	7376027	7376965	+	939	753	1363	1038	736	1567	914	721
Tery_4799	CP000393.1	7378210	7378608	-	399	4694	8963	6778	4101	10082	6189	6062
Tery_4800	CP000393.1	7378708	7380708	-	2001	1352	4081	2822	1146	2642	2265	2097
Tery_4802	CP000393.1	7381867	7383324	+	1458	283	381	318	290	425	353	240
Tery_4803	CP000393.1	7383467	7383784	+	318	89	143	135	50	118	122	87
Tery_4804	CP000393.1	7385844	7387232	-	1389	149	188	134	131	151	202	68
Tery_4805	CP000393.1	7387430	7387711	+	282	8	27	18	10	25	26	19
Tery_4806	CP000393.1	7388112	7390736	-	2625	433	1004	738	517	794	1234	532
Tery_4809	CP000393.1	7392524	7395448	-	2925	1280	2217	1737	1278	1579	3138	1264
Tery_4810	CP000393.1	7395799	7396938	+	1140	96	203	164	51	133	197	91
Tery_4811	CP000393.1	7397424	7397681	+	258	27	33	22	12	37	18	14
Tery_4813	CP000393.1	7401163	7402356	-	1194	83	190	126	68	144	169	108
Tery_4814	CP000393.1	7402563	7403309	-	747	103	247	173	97	212	189	102
Tery_4815	CP000393.1	7406254	7407438	-	1185	683	721	746	649	811	1202	566
Tery_4816	CP000393.1	7408135	7408986	+	852	893	1939	1438	722	1606	938	740
Tery_4817	CP000393.1	7409629	7411290	+	1662	1482	2341	2289	896	1745	1433	1252
Tery_4818	CP000393.1	7411295	7411717	+	423	409	736	662	222	535	446	461
Tery_4821	CP000393.1	7413757	7414683	+	927	395	700	692	174	354	369	347
Tery_4823	CP000393.1	7417678	7418049	+	372	68	86	74	33	61	51	51
Tery_4824	CP000393.1	7419053	7419199	-	147	8	17	20	7	9	8	11
Tery_4825	CP000393.1	7420788	7421825	+	1038	104	126	89	95	127	157	97
Tery_4826	CP000393.1	7422345	7422590	+	246	1	9	4	5	11	10	2
Tery_4827	CP000393.1	7422646	7422951	+	306	4	13	15	15	13	21	10
Tery_4828	CP000393.1	7423517	7423696	+	180	0	0	0	0	0	0	0
Tery_4830	CP000393.1	7424610	7425296	+	687	0	7	3	1	3	4	1
Tery_4831	CP000393.1	7425489	7425623	+	135	0	2	1	0	1	0	0
Tery_4832	CP000393.1	7425907	7426380	-	474	3	7	5	3	2	0	1
Tery_4833	CP000393.1	7426401	7426775	-	375	6	6	2	2	4	5	7
Tery_4835	CP000393.1	7428607	7429086	+	480	8	12	13	5	15	16	8
Tery_4837	CP000393.1	7431068	7431478	-	411	7	20	11	7	15	6	7
Tery_4839	CP000393.1	7432472	7432852	+	381	22	34	28	10	17	16	17
Tery_4841	CP000393.1	7434302	7434559	-	258	1	2	0	0	2	2	2
Tery_4842	CP000393.1	7434765	7435037	+	273	1	4	5	1	1	4	1
Tery_4843	CP000393.1	7435372	7435845	-	474	1	3	3	5	2	2	2
Tery_4844	CP000393.1	7437613	7439352	+	1740	198	270	177	135	148	226	140
Tery_4845	CP000393.1	7439656	7440087	-	432	569	1058	889	325	738	710	502
Tery_4846	CP000393.1	7440394	7440654	-	261	5796	12588	10020	5327	10149	9003	6220
Tery_4847	CP000393.1	7441040	7441543	+	504	2	1	2	2	2	2	1
Tery_4849	CP000393.1	7442322	7442636	-	315	6	14	15	8	15	8	6
Tery_4850	CP000393.1	7443310	7443462	+	153	19	43	22	30	43	40	21
Tery_4852	CP000393.1	7444411	7444959	-	549	2	4	5	1	4	3	2
Tery_4853	CP000393.1	7444946	7445266	-	321	0	0	0	0	0	0	0
Tery_4854	CP000393.1	7445429	7445674	-	246	0	3	1	0	0	1	1
Tery_4855	CP000393.1	7446465	7446608	+	144	0	0	0	0	0	0	0
Tery_4856	CP000393.1	7446683	7446916	+	234	1	2	0	2	3	0	2
Tery_4857	CP000393.1	7447405	7447779	+	375	0	3	0	1	1	0	0
Tery_4859	CP000393.1	7448430	7449116	+	687	0	0	0	0	0	0	0
Tery_4860	CP000393.1	7449113	7449235	+	123	0	1	0	0	0	0	1
Tery_4861	CP000393.1	7449848	7450168	+	321	0	0	0	0	0	0	0
Tery_4862	CP000393.1	7450155	7450703	+	549	0	0	0	0	0	0	1
Tery_4863	CP000393.1	7451103	7451606	+	504	0	0	1	0	0	0	0
Tery_4865	CP000393.1	7452255	7452590	+	336	2	8	4	1	5	4	3
Tery_4868	CP000393.1	7454726	7455136	-	411	0	2	0	0	1	0	0
Tery_4869	CP000393.1	7455244	7455558	-	315	0	0	0	0	0	0	0
Tery_4870	CP000393.1	7456063	7456347	-	285	3	2	1	0	1	0	3
Tery_4872	CP000393.1	7457169	7457342	-	174	0	7	3	1	1	6	4
Tery_4874	CP000393.1	7458136	7458822	+	687	1	0	0	0	1	0	0
Tery_4876	CP000393.1	7461541	7461945	-	405	11	16	14	8	17	16	7
Tery_4877	CP000393.1	7462209	7462706	-	498	93	145	97	96	142	122	67
Tery_4878	CP000393.1	7463513	7463848	+	336	370	703	601	341	516	782	379
Tery_4879	CP000393.1	7464514	7465014	-	501	22	24	16	26	32	32	16
Tery_4881	CP000393.1	7465647	7465841	-	195	1604	3545	3458	1440	4286	2120	2235
Tery_4882	CP000393.1	7466612	7466920	+	309	0	0	1	0	0	2	0
Tery_4884	CP000393.1	7467345	7467629	+	285	0	0	0	0	0	0	0
Tery_4886	CP000393.1	7468688	7468915	+	228	0	2	4	0	1	2	9
Tery_4888	CP000393.1	7469621	7469749	-	129	0	1	0	1	3	1	1
Tery_4889	CP000393.1	7470492	7470902	-	411	0	0	0	0	0	0	0
Tery_4890	CP000393.1	7471010	7471324	-	315	0	0	0	0	0	0	0
Tery_4891	CP000393.1	7471761	7472774	-	1014	1	8	6	2	5	3	4
Tery_4892	CP000393.1	7474033	7474338	+	306	14	21	16	5	20	14	15
Tery_4894	CP000393.1	7475278	7475700	+	423	2192	4547	5248	1217	3415	3782	3637
Tery_4895	CP000393.1	7475785	7477173	-	1389	240	438	518	209	431	434	390
Tery_4897	CP000393.1	7480163	7481179	-	1017	218	365	285	119	168	350	158
Tery_4898	CP000393.1	7482065	7482229	-	165	2	2	2	2	2	4	1
Tery_4899	CP000393.1	7482449	7482949	-	501	0	0	0	0	0	1	0
Tery_4900	CP000393.1	7485702	7486523	+	822	127	215	186	108	139	255	176
Tery_4901	CP000393.1	7486899	7487903	+	1005	189	399	308	159	270	318	207
Tery_4902	CP000393.1	7488488	7488775	+	288	363	740	588	249	584	476	401
Tery_4903	CP000393.1	7489262	7489942	+	681	673	1251	1074	523	1056	709	616
Tery_4904	CP000393.1	7490183	7490551	+	369	310	530	491	287	522	371	355
Tery_4906	CP000393.1	7491107	7491421	+	315	130	261	191	113	164	265	147
Tery_4907	CP000393.1	7491497	7492129	+	633	925	1798	1931	716	1187	2130	1132
Tery_4908	CP000393.1	7492398	7493225	+	828	339	576	488	243	449	420	366
Tery_4909	CP000393.1	7494227	7495207	+	981	140	187	195	85	135	155	96
Tery_4910	CP000393.1	7496175	7496465	+	291	0	0	0	0	0	0	0
Tery_4911	CP000393.1	7496494	7497321	+	828	3	6	6	1	1	10	3
Tery_4912	CP000393.1	7498033	7498209	+	177	0	3	2	1	1	1	2
Tery_4913	CP000393.1	7498426	7498731	+	306	7	5	2	2	6	3	3
Tery_4916	CP000393.1	7500686	7500988	-	303	1	1	0	0	0	0	1
Tery_4917	CP000393.1	7501583	7501744	+	162	0	2	0	1	2	7	3
Tery_4919	CP000393.1	7502758	7502937	-	180	1	0	4	0	1	1	1
Tery_4921	CP000393.1	7504325	7504561	-	237	0	1	1	2	1	2	1
Tery_4922	CP000393.1	7504662	7504883	+	222	9	8	5	7	8	1	13
Tery_4923	CP000393.1	7504991	7505401	+	411	0	0	0	0	1	0	0
Tery_4924	CP000393.1	7505462	7505965	+	504	0	0	0	0	0	0	0
Tery_4926	CP000393.1	7506967	7507110	+	144	0	0	0	0	0	0	0
Tery_4927	CP000393.1	7507185	7507418	+	234	0	0	1	0	0	0	0
Tery_4930	CP000393.1	7510255	7510626	+	372	0	0	0	0	0	0	0
Tery_4931	CP000393.1	7510958	7511152	+	195	0	0	0	0	0	0	0
Tery_4932	CP000393.1	7511540	7511851	+	312	0	0	0	0	0	2	2
Tery_4933	CP000393.1	7511859	7512011	+	153	0	0	0	0	0	0	0
Tery_4935	CP000393.1	7514525	7514839	-	315	105	218	146	68	121	182	87
Tery_4936	CP000393.1	7515207	7517489	-	2283	217	329	362	167	288	356	277
Tery_4937	CP000393.1	7519815	7520588	-	774	1312	2650	2768	1210	2688	2667	2147
Tery_4938	CP000393.1	7522339	7522803	+	465	142	249	236	102	218	148	120
Tery_4939	CP000393.1	7528183	7528671	-	489	137	274	289	109	222	206	180
Tery_4941	CP000393.1	7529884	7530021	+	138	1	3	0	0	0	0	2
Tery_4942	CP000393.1	7530485	7531666	-	1182	467	878	737	482	1027	571	477
Tery_4943	CP000393.1	7532687	7533286	-	600	74	111	93	49	111	81	61
Tery_4944	CP000393.1	7533289	7534653	-	1365	73	127	123	56	123	123	87
Tery_4945	CP000393.1	7535046	7537298	-	2253	297	430	333	243	378	459	250
Tery_4946	CP000393.1	7537610	7538287	+	678	86	204	132	87	165	171	93
Tery_4947	CP000393.1	7539211	7540248	+	1038	0	3	1	0	0	0	0
Tery_4948	CP000393.1	7540273	7540881	+	609	36	82	59	47	72	67	31
Tery_4949	CP000393.1	7541454	7542095	+	642	76	125	93	67	110	93	59
Tery_4950	CP000393.1	7542265	7542885	+	621	154	282	295	171	297	234	157
Tery_4951	CP000393.1	7543284	7544237	+	954	77	93	77	53	126	126	67
Tery_4952	CP000393.1	7544234	7545034	+	801	32	56	53	35	64	49	23
Tery_4953	CP000393.1	7545483	7546301	+	819	49	68	39	31	55	85	25
Tery_4954	CP000393.1	7547130	7548305	+	1176	174	290	238	160	314	202	212
Tery_4955	CP000393.1	7548844	7549995	+	1152	586	1095	886	367	605	1038	540
Tery_4956	CP000393.1	7550127	7551692	+	1566	594	1187	846	378	877	750	541
Tery_4957	CP000393.1	7551993	7553351	+	1359	581	1000	1075	314	555	1128	804
Tery_4958	CP000393.1	7553468	7558333	-	4866	58	84	79	62	95	88	55
Tery_4959	CP000393.1	7559014	7563648	-	4635	82	111	98	52	77	87	56
Tery_4960	CP000393.1	7563977	7564768	-	792	27	45	20	32	29	56	18
Tery_4961	CP000393.1	7564768	7565499	-	732	18	69	36	16	34	47	36
Tery_4962	CP000393.1	7565852	7566799	-	948	4	10	8	11	12	14	5
Tery_4963	CP000393.1	7566802	7567707	-	906	9	9	21	8	20	13	16
Tery_4964	CP000393.1	7570338	7571768	+	1431	696	1519	1043	592	954	1274	671
Tery_4965	CP000393.1	7572184	7573545	-	1362	34	82	61	44	73	82	46
Tery_R0048	CP000393.1	7574767	7575161	+	395	413084	349023	402884	284717	479671	281250	231450
Tery_4966	CP000393.1	7576289	7576849	+	561	1840	4155	2765	1030	1819	3388	1635
Tery_4967	CP000393.1	7577442	7579460	+	2019	723	1126	1086	528	805	731	604
Tery_4968	CP000393.1	7579986	7580219	+	234	1	1	2	2	4	6	2
Tery_4969	CP000393.1	7580253	7580687	+	435	5	2	3	1	6	1	4
Tery_4970	CP000393.1	7581353	7581646	-	294	1	4	4	3	1	3	1
Tery_4971	CP000393.1	7581799	7590924	-	9126	378	665	695	340	663	388	406
Tery_4972	CP000393.1	7591678	7591992	+	315	14	3	10	7	7	15	12
Tery_4973	CP000393.1	7592455	7593471	+	1017	19	32	37	16	29	24	26
Tery_4974	CP000393.1	7593948	7594079	-	132	0	0	1	0	0	1	0
Tery_4975	CP000393.1	7597822	7598313	+	492	135	233	152	158	280	267	106
Tery_4976	CP000393.1	7598976	7600523	-	1548	63	128	100	86	131	149	62
Tery_4977	CP000393.1	7600850	7602076	-	1227	135	149	100	67	81	172	69
Tery_4978	CP000393.1	7602384	7603871	-	1488	86	172	129	66	134	197	90
Tery_4979	CP000393.1	7604596	7606332	-	1737	47	76	56	36	66	77	53
Tery_4980	CP000393.1	7607098	7609413	+	2316	187	237	193	152	136	232	111
Tery_4981	CP000393.1	7609930	7610943	-	1014	179	293	254	262	425	494	233
Tery_4982	CP000393.1	7612359	7612811	+	453	45	80	65	41	98	61	61
Tery_4983	CP000393.1	7613119	7615794	-	2676	33	74	38	59	77	62	41
Tery_4984	CP000393.1	7616499	7616936	+	438	652	1069	898	812	1645	704	485
Tery_4985	CP000393.1	7617415	7621452	-	4038	96	133	89	77	97	128	69
Tery_4986	CP000393.1	7622202	7623740	+	1539	219	395	322	197	365	379	203
Tery_4987	CP000393.1	7624222	7625325	+	1104	233	496	376	277	489	523	223
Tery_4988	CP000393.1	7625591	7626445	+	855	271	458	338	252	498	407	220
Tery_4989	CP000393.1	7626517	7630248	+	3732	144	151	171	150	206	168	158
Tery_4990	CP000393.1	7630504	7631664	+	1161	351	622	473	287	351	678	283
Tery_4991	CP000393.1	7632295	7633098	-	804	10	24	23	15	20	27	20
Tery_4992	CP000393.1	7633432	7634532	+	1101	47	66	46	53	62	78	40
Tery_4993	CP000393.1	7635217	7636134	+	918	118	298	201	123	206	213	142
Tery_4994	CP000393.1	7636996	7637778	+	783	8	24	22	12	6	33	9
Tery_4995	CP000393.1	7637807	7638544	+	738	9	12	6	3	10	11	13
Tery_4996	CP000393.1	7638584	7639378	+	795	8	15	14	3	11	21	13
Tery_4997	CP000393.1	7639378	7639842	+	465	7	2	4	0	4	0	4
Tery_4998	CP000393.1	7639829	7640407	+	579	6	10	14	5	4	8	5
Tery_4999	CP000393.1	7640499	7641593	+	1095	10	25	11	4	7	22	9
Tery_5000	CP000393.1	7641590	7642537	+	948	10	14	21	8	11	14	13
